slug,city,state,postal_code,derived_county,method,confidence,share,reason
"fredericksburg-field-house","Fredericksburg",VA,22408,"Fredericksburg",zip_nearest_county_centroid,0.78,0.0004,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 17 km (margin 14 km) — OVERRODE the larger-by-land-area candidate"
"lee-s-hill-north-lhcn-fredericksburg-va","Fredericksburg",VA,22408,"Fredericksburg",zip_nearest_county_centroid,0.78,0.0004,"ZCTA spans 3 counties; nearest county centroid is 6 km away, next is 17 km (margin 11 km) — OVERRODE the larger-by-land-area candidate"
"lee-s-hill-south-lhcs-fredericksburg-va","Fredericksburg",VA,22408,"Fredericksburg",zip_nearest_county_centroid,0.78,0.0004,"ZCTA spans 3 counties; nearest county centroid is 8 km away, next is 16 km (margin 9 km) — OVERRODE the larger-by-land-area candidate"
"the-picklr-fredericksburg","Fredericksburg",VA,22407,"Fredericksburg",zip_nearest_county_centroid,0.78,0.0011,"ZCTA spans 3 counties; nearest county centroid is 2 km away, next is 22 km (margin 19 km) — OVERRODE the larger-by-land-area candidate"
"warren-county-15th-street-gym-front-royal-va-va","Front Royal VA",VA,,"",none,0,,"no postal_code"
"galax-rec-center-galax-va","Galax",VA,24333,"Galax",zip_nearest_county_centroid,0.78,0.0568,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 19 km (margin 18 km) — OVERRODE the larger-by-land-area candidate"
"american-family-fitness-va-center-commons","Glen Allen",VA,23059,"Hanover",zip_nearest_county_centroid,0.78,0.5926,"ZCTA spans 3 counties; nearest county centroid is 10 km away, next is 30 km (margin 20 km)"
"shenandoah-crossing-resort","Gordonsville",VA,22942,"Orange",zip_nearest_county_centroid,0.6,0.3466,"ZCTA spans 3 counties; nearest county centroid is 20 km away, next is 27 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"carilion-wellness-center-hardy-va","Hardy",VA,24101,"Bedford",zip_nearest_county_centroid,0.6,0.0731,"ZCTA spans 3 counties; nearest county centroid is 27 km away, next is 28 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"crosswhite-athletic-club-hardy-va","Hardy",VA,24101,"Bedford",zip_nearest_county_centroid,0.6,0.0731,"ZCTA spans 3 counties; nearest county centroid is 27 km away, next is 28 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"cecil-f-gilkerson-community-center","Harrisonburg",VA,22801,"Harrisonburg",zip_nearest_county_centroid,0.6,0.3126,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 7 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"emu-pickleball-courts-harrisonburg-va","Harrisonburg",VA,22802,"Rockingham",zip_nearest_county_centroid,0.6,0.9332,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 5 km (margin 2 km)"
"horizons-edge-sports-campus","Harrisonburg",VA,22802,"Harrisonburg",zip_nearest_county_centroid,0.6,0.0668,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 7 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"jmu-university-recreation-center-harrisonburg-va","Harrisonburg",VA,22801,"Harrisonburg",zip_nearest_county_centroid,0.6,0.3126,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 8 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"morrison-park","Harrisonburg",VA,22802,"Harrisonburg",zip_nearest_county_centroid,0.6,0.0668,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 6 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"purcell-park-harrisonburg-va","Harrisonburg",VA,22801,"Harrisonburg",zip_nearest_county_centroid,0.6,0.3126,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 9 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"simms-center-harrisonburg-va","Harrisonburg",VA,22801,"Harrisonburg",zip_nearest_county_centroid,0.6,0.3126,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 6 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"dominion-valley-country-club","Haymarket",VA,20168,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"evergreen-country-club-haymarket-va","Haymarket",VA,15900,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"james-s-long-regional-park","Haymarket",VA,20169,"Fauquier",zip_nearest_county_centroid,0.6,0.0301,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 22 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"regency-at-dominion-valley","Haymarket",VA,20169,"Fauquier",zip_nearest_county_centroid,0.6,0.0301,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 21 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"stonewall-park-haymarket-va","Haymarket",VA,13779,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"northumberland-family-ymca","Heathsville",VA,22473,"Northumberland",zip_nearest_county_centroid,0.78,0.9673,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 25 km (margin 13 km)"
"deep-run-park-recreation-center","Henrico",VA,23233,"Goochland",zip_nearest_county_centroid,0.6,0.2695,"ZCTA spans 2 counties; nearest county centroid is 31 km away, next is 33 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"eastern-henrico-recreation-center","Henrico",VA,23223,"Richmond",zip_nearest_county_centroid,0.6,0.2339,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 16 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"hopewell-community-center","Hopewell",VA,23860,"Hopewell",zip_nearest_county_centroid,0.78,0.2289,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 14 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"indian-creek-country-club","Kilmarnock",VA,22482,"Lancaster",zip_nearest_county_centroid,0.78,0.3642,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 16 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"acouinton-elementary-school","King William",VA,,"",none,0,,"no postal_code"
"east-prince-william-lake-ridge-va","Lake Ridge",VA,12410,"Ulster",zip_single_county,0,1,"derived county is in NY but the row says VA - ZIP or state is wrong"
"lake-ridge-antietam-private-lake-ridge-va","Lake Ridge",VA,12428,"Ulster",zip_single_county,0,1,"derived county is in NY but the row says VA - ZIP or state is wrong"
"lake-ridge-ridgewood-private-lake-ridge-va","Lake Ridge",VA,12350,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"lexington-golf-country-club-lexington-va","Lexington",VA,24450,"Lexington",zip_nearest_county_centroid,0.6,0.0114,"ZCTA spans 3 counties; nearest county centroid is 2 km away, next is 5 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"pickleball-360-indoor-studio-private-lexington-va","Lexington",VA,24450,"Lexington",zip_nearest_county_centroid,0.6,0.0114,"ZCTA spans 3 counties; nearest county centroid is 0 km away, next is 3 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"lake-of-the-woods","Locust Grove",VA,22508,"Orange",zip_nearest_county_centroid,0.6,0.9019,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 19 km (margin 1 km)"
"locust-grove-middle-school","Locust Grove",VA,22508,"Orange",zip_nearest_county_centroid,0.6,0.9019,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 19 km (margin 1 km)"
"trevilians-elementary-school-tennis-courts","Louisa",VA,23093,"Louisa",zip_nearest_county_centroid,0.78,0.9494,"ZCTA spans 3 counties; nearest county centroid is 17 km away, next is 32 km (margin 15 km)"
"crosswhite-athletic-club","Lynchburg",VA,24502,"Lynchburg",zip_nearest_county_centroid,0.78,0.576,"ZCTA spans 3 counties; nearest county centroid is 5 km away, next is 23 km (margin 18 km)"
"fairview-center","Lynchburg",VA,24501,"Lynchburg",zip_nearest_county_centroid,0.78,0.3715,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 19 km (margin 14 km) — OVERRODE the larger-by-land-area candidate"
"heritage-high-school-lynchburg-va","Lynchburg",VA,24502,"Lynchburg",zip_nearest_county_centroid,0.78,0.576,"ZCTA spans 3 counties; nearest county centroid is 4 km away, next is 20 km (margin 15 km)"
"heritage-united-methodist-church-lynchburg-va","Lynchburg",VA,24502,"Lynchburg",zip_nearest_county_centroid,0.78,0.576,"ZCTA spans 3 counties; nearest county centroid is 5 km away, next is 19 km (margin 14 km)"
"leesville-road-elementary-gym-lynchburg-va","Lynchburg",VA,24502,"Lynchburg",zip_nearest_county_centroid,0.78,0.576,"ZCTA spans 3 counties; nearest county centroid is 8 km away, next is 17 km (margin 9 km)"
"lynchburg-city-armory","Lynchburg",VA,24504,"Lynchburg",zip_nearest_county_centroid,0.78,0.1198,"ZCTA spans 3 counties; nearest county centroid is 5 km away, next is 23 km (margin 18 km) — OVERRODE the larger-by-land-area candidate"
"miller-park-lynchburg-va","Lynchburg",VA,24501,"Lynchburg",zip_nearest_county_centroid,0.78,0.3715,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 22 km (margin 19 km) — OVERRODE the larger-by-land-area candidate"
"pleasant-view-baptist-church-lynchburg-va","Lynchburg",VA,19278,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"tomahawk-elementary-school","Lynchburg",VA,24502,"Lynchburg",zip_nearest_county_centroid,0.78,0.576,"ZCTA spans 3 counties; nearest county centroid is 7 km away, next is 19 km (margin 12 km)"
"ymca-downtown-4371","Lynchburg",VA,24504,"Lynchburg",zip_nearest_county_centroid,0.78,0.1198,"ZCTA spans 3 counties; nearest county centroid is 5 km away, next is 23 km (margin 18 km) — OVERRODE the larger-by-land-area candidate"
"ymca-jamerson","Lynchburg",VA,24504,"Lynchburg",zip_nearest_county_centroid,0.78,0.1198,"ZCTA spans 3 counties; nearest county centroid is 6 km away, next is 21 km (margin 15 km) — OVERRODE the larger-by-land-area candidate"
"manassas-park-community-center","Manassas Park",VA,20111,"Manassas Park",zip_nearest_county_centroid,0.6,0.1849,"ZCTA spans 2 counties; nearest county centroid is 0 km away, next is 8 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"cavalry-run-park-manassas-va","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 6 km (margin 5 km)"
"dean-park-manassas-va","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 5 km (margin 4 km)"
"dill-dinkers-manassas-f30030","Manassas",VA,,"",none,0,,"no postal_code"
"freedom-aquatic-and-fitness-center","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 6 km (margin 5 km)"
"george-c-round-elementary-school-manassas-va","Manassas",VA,10100,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"hellwig-george-hellwig-memorial-park-manassas-va","Manassas",VA,14420,"Monroe",zip_nearest_county_centroid,0,0.995,"derived county is in NY but the row says VA - ZIP or state is wrong"
"lee-manor-park-manassas-va","Manassas",VA,10290,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"manassas-park-community-center-manassas-va","Manassas",VA,20111,"Manassas Park",zip_nearest_county_centroid,0.6,0.1849,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 9 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"metz-middle-school-manassas-va","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 5 km (margin 3 km)"
"osbourn-high-school-manassas-va","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 5 km (margin 4 km)"
"stonewall-park-manassas-va","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 4 km away, next is 9 km (margin 5 km)"
"wellington-community-center-manassas-va","Manassas",VA,20110,"Manassas",zip_nearest_county_centroid,0.6,0.7668,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 4 km (margin 3 km)"
"spruce-street-courts-outdoor-martinsville-va","Martinsville",VA,24112,"Martinsville",zip_nearest_county_centroid,0.78,0.0724,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 13 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"ymca-martinsville-va","Martinsville",VA,24112,"Martinsville",zip_nearest_county_centroid,0.78,0.0724,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 12 km (margin 11 km) — OVERRODE the larger-by-land-area candidate"
"lewinsville-park","McLean",VA,22101,"Arlington",zip_nearest_county_centroid,0.6,0.0051,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 13 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"linway-terrace-mclean-va","McLean",VA,22101,"Arlington",zip_nearest_county_centroid,0.78,0.0051,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 15 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"linway-terrace-park","McLean",VA,22101,"Arlington",zip_nearest_county_centroid,0.6,0.0051,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 15 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"mclean-central-park","McLean",VA,22101,"Arlington",zip_nearest_county_centroid,0.6,0.0051,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 14 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"chesterfield-technical-center-midlothian-midlothian-va","Midlothian",VA,13900,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"st-mark-s-united-methodist-church-midlothian-va","Midlothian",VA,11551,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"swift-creek-middle-school","Midlothian",VA,,"",none,0,,"no postal_code"
"woodlake-community-fitness-center","Midlothian",VA,23112,"Chesterfield",zip_nearest_county_centroid,0.78,0.9926,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 24 km (margin 8 km)"
"sml-ymca-tennis-court-a-moneta-va","Moneta",VA,24121,"Bedford",zip_nearest_county_centroid,0.78,0.7839,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 32 km (margin 17 km)"
"sml-ymca-tennis-courts-moneta-va","Moneta",VA,24121,"Bedford",zip_nearest_county_centroid,0.78,0.7839,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 32 km (margin 17 km)"
"montclair-tennis-club-montclair-va","Montclair",VA,16225,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"hanover-parks-and-rec-the-barn-montpelier-va","Montpelier",VA,15302,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"westmoreland-ymca","Montross",VA,22520,"Westmoreland",zip_nearest_county_centroid,0.78,0.9739,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 19 km (margin 16 km)"
"midlothian-athletic-club-mac","N. Chesterfield",VA,23235,"Richmond",zip_nearest_county_centroid,0.6,0.2636,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 15 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"randy-custis-memorial-park-nassawadox-va","Nassawadox",VA,10239,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"hr-sportsplex","Newport News",VA,23605,"Newport News",zip_nearest_county_centroid,0.6,0.8495,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 13 km (margin 3 km)"
"huntington-park-tennis-center-newport-news-va","Newport News",VA,23607,"Newport News",zip_nearest_county_centroid,0.6,0.9997,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 14 km (margin 5 km)"
"huguenot-park","North Chesterfield",VA,23235,"Richmond",zip_nearest_county_centroid,0.6,0.2636,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 15 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"onley-pool-onley-va","Onley",VA,26136,"Calhoun",zip_single_county,0,1,"derived county is in WV but the row says VA - ZIP or state is wrong"
"ymca-onley-va","Onley",VA,26164,"Wood",zip_nearest_county_centroid,0,0.0281,"derived county is in WV but the row says VA - ZIP or state is wrong"
"taylor-education-administration-complex-orange-va","Orange",VA,22960,"Orange",zip_nearest_county_centroid,0.78,0.8037,"ZCTA spans 3 counties; nearest county centroid is 10 km away, next is 24 km (margin 14 km)"
"parksley-park-parksley-va","Parksley",VA,18484,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"waters-edge-country-club-penhook-va","Penhook",VA,24137,"Franklin",zip_nearest_county_centroid,0.6,0.8023,"ZCTA spans 2 counties; nearest county centroid is 22 km away, next is 28 km (margin 6 km)"
"6th-st-park-pulaski-va","Pulaski",VA,24141,"Pulaski",zip_nearest_county_centroid,0.6,0.473,"ZCTA spans 4 counties; nearest county centroid is 6 km away, next is 12 km (margin 6 km)"
"bisset-park-radford-va","Radford",VA,24141,"Radford",zip_nearest_county_centroid,0.78,0.1458,"ZCTA spans 4 counties; nearest county centroid is 2 km away, next is 15 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"blackhawk-pickleball-courts-radford-va","Radford",VA,24141,"Radford",zip_nearest_county_centroid,0.78,0.1458,"ZCTA spans 4 counties; nearest county centroid is 2 km away, next is 14 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"radford-recreation-center","Radford",VA,24141,"Radford",zip_nearest_county_centroid,0.78,0.1458,"ZCTA spans 4 counties; nearest county centroid is 2 km away, next is 15 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"autumnwood-reston-reston-va","Reston",VA,11950,"Suffolk",zip_single_county,0,1,"derived county is in NY but the row says VA - ZIP or state is wrong"
"lake-newport-courts-reston-reston-va","Reston",VA,11452,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bill-robinson-park","Richmond",VA,23223,"Richmond",zip_nearest_county_centroid,0.6,0.2339,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 14 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"bon-air-baptist-church-chesterfield-county","Richmond",VA,23235,"Richmond",zip_nearest_county_centroid,0.78,0.2636,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 17 km (margin 10 km) — OVERRODE the larger-by-land-area candidate"
"boushall-middle-school","Richmond",VA,23224,"Richmond",zip_nearest_county_centroid,0.78,0.9447,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 15 km (margin 8 km)"
"broad-rock-sports-complex","Richmond",VA,23234,"Richmond",zip_nearest_county_centroid,0.78,0.3733,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 15 km (margin 10 km) — OVERRODE the larger-by-land-area candidate"
"bryan-park","Richmond",VA,23227,"Richmond",zip_nearest_county_centroid,0.78,0.2669,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 23 km (margin 16 km) — OVERRODE the larger-by-land-area candidate"
"bryan-park-richmond-richmond-va","Richmond",VA,23227,"Richmond",zip_nearest_county_centroid,0.78,0.2669,"ZCTA spans 2 counties; nearest county centroid is 4 km away, next is 16 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"dill-dinkers-richmond-f10028","Richmond",VA,23233,"Henrico",zip_nearest_county_centroid,0.78,0.7305,"ZCTA spans 2 counties; nearest county centroid is 22 km away, next is 42 km (margin 20 km)"
"downtown-richmond-ymca","Richmond",VA,,"",none,0,,"no postal_code"
"forest-hill-park","Richmond",VA,23235,"Richmond",zip_nearest_county_centroid,0.78,0.2636,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 19 km (margin 17 km) — OVERRODE the larger-by-land-area candidate"
"forrest-hill-park-richmond-richmond-va","Richmond",VA,23225,"Richmond",zip_nearest_county_centroid,0.78,0.8054,"ZCTA spans 2 counties; nearest county centroid is 1 km away, next is 19 km (margin 17 km)"
"hotchkiss-community-center","Richmond",VA,23222,"Richmond",zip_nearest_county_centroid,0.78,0.4152,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 18 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"hotchkiss-field","Richmond",VA,23222,"Richmond",zip_nearest_county_centroid,0.78,0.4152,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 18 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"huguenot-park-pickleball-courts-richmond-richmond-va","Richmond",VA,23235,"Richmond",zip_nearest_county_centroid,0.6,0.2636,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 15 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"manchester-ymca","Richmond",VA,,"",none,0,,"no postal_code"
"powhatan-hill-park","Richmond",VA,23222,"Richmond",zip_nearest_county_centroid,0.6,0.4152,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 13 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"ramsey-memorial-united-methodist-church","Richmond",VA,23224,"Richmond",zip_nearest_county_centroid,0.78,0.9447,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 14 km (margin 8 km)"
"southside-community-center-sports-complex","Richmond",VA,23224,"Richmond",zip_nearest_county_centroid,0.78,0.9447,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 15 km (margin 10 km)"
"u-turn-sports","Richmond",VA,23230,"Richmond",zip_nearest_county_centroid,0.78,0.2837,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 23 km (margin 17 km) — OVERRODE the larger-by-land-area candidate"
"weinstein-jcc","Richmond",VA,23226,"Richmond",zip_nearest_county_centroid,0.78,0.5575,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 24 km (margin 18 km)"
"town-of-ridgeway-athletic-park","Ridgeway",VA,,"",none,0,,"no postal_code"
"blue-ridge-park-roanoke-va","Roanoke",VA,24012,"Roanoke",zip_nearest_county_centroid,0.78,0.4934,"ZCTA spans 3 counties; nearest county centroid is 6 km away, next is 22 km (margin 16 km)"
"bonsack-rec-center-roanoke-va","Roanoke",VA,24019,"Roanoke",zip_nearest_county_centroid,0.78,0.1031,"ZCTA spans 3 counties; nearest county centroid is 10 km away, next is 27 km (margin 18 km) — OVERRODE the larger-by-land-area candidate"
"bumc-bonsack-united-methodist-church-gym","Roanoke",VA,24012,"Roanoke",zip_nearest_county_centroid,0.78,0.4934,"ZCTA spans 3 counties; nearest county centroid is 9 km away, next is 28 km (margin 19 km)"
"carilion-wellness-botetourt-roanoke-va","Roanoke",VA,24019,"Roanoke",zip_nearest_county_centroid,0.78,0.1031,"ZCTA spans 3 counties; nearest county centroid is 11 km away, next is 25 km (margin 14 km) — OVERRODE the larger-by-land-area candidate"
"carilion-wellness-starkey-rd-rac-roanoke-va","Roanoke",VA,24018,"Roanoke",zip_nearest_county_centroid,0.78,0.0618,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 22 km (margin 15 km) — OVERRODE the larger-by-land-area candidate"
"carter-athletic-center","Roanoke",VA,24018,"Roanoke",zip_nearest_county_centroid,0.78,0.0618,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 20 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"fishburn-park-roanoke-va","Roanoke",VA,24015,"Roanoke",zip_nearest_county_centroid,0.78,0.9688,"ZCTA spans 2 counties; nearest county centroid is 4 km away, next is 21 km (margin 17 km)"
"garst-mill-park","Roanoke",VA,24018,"Roanoke",zip_nearest_county_centroid,0.78,0.0618,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 19 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"green-ridge-recreation-center","Roanoke",VA,24019,"Roanoke",zip_nearest_county_centroid,0.78,0.1031,"ZCTA spans 3 counties; nearest county centroid is 7 km away, next is 17 km (margin 10 km) — OVERRODE the larger-by-land-area candidate"
"hollins-road-baptist-church-roanoke-va","Roanoke",VA,24019,"Roanoke",zip_nearest_county_centroid,0.78,0.1031,"ZCTA spans 3 counties; nearest county centroid is 4 km away, next is 24 km (margin 19 km) — OVERRODE the larger-by-land-area candidate"
"hunting-hills-country-club-roanoke-va","Roanoke",VA,24018,"Roanoke",zip_nearest_county_centroid,0.78,0.0618,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 23 km (margin 16 km) — OVERRODE the larger-by-land-area candidate"
"oak-grove-park-roanoke-va","Roanoke",VA,24018,"Roanoke",zip_nearest_county_centroid,0.78,0.0618,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 17 km (margin 9 km) — OVERRODE the larger-by-land-area candidate"
"performance-pickleball-roa-roanoke-va","Roanoke",VA,24019,"Roanoke",zip_nearest_county_centroid,0.78,0.1031,"ZCTA spans 3 counties; nearest county centroid is 4 km away, next is 19 km (margin 15 km) — OVERRODE the larger-by-land-area candidate"
"preston-park-roanoke-va","Roanoke",VA,24012,"Roanoke",zip_nearest_county_centroid,0.78,0.4934,"ZCTA spans 3 counties; nearest county centroid is 4 km away, next is 22 km (margin 18 km)"
"raleigh-court-park-roanoke-va","Roanoke",VA,24015,"Roanoke",zip_nearest_county_centroid,0.78,0.9688,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 20 km (margin 17 km)"
"shrine-hill-park-roanoke-va","Roanoke",VA,24015,"Roanoke",zip_nearest_county_centroid,0.78,0.9688,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 20 km (margin 17 km)"
"virginia-western-community-college-roanoke-va","Roanoke",VA,24015,"Roanoke",zip_nearest_county_centroid,0.78,0.9688,"ZCTA spans 2 counties; nearest county centroid is 4 km away, next is 22 km (margin 18 km)"
"walrond-park","Roanoke",VA,24019,"Roanoke",zip_nearest_county_centroid,0.78,0.1031,"ZCTA spans 3 counties; nearest county centroid is 8 km away, next is 20 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"ymca-at-tanglewood-roanoke-va","Roanoke",VA,24018,"Roanoke",zip_nearest_county_centroid,0.78,0.0618,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 22 km (margin 16 km) — OVERRODE the larger-by-land-area candidate"
"ruckersville-elementary-school-open-to-the-public","Ruckersville",VA,22968,"Greene",zip_nearest_county_centroid,0.78,0.9102,"ZCTA spans 3 counties; nearest county centroid is 9 km away, next is 28 km (margin 19 km)"
"ruckersville-pickleball-open-to-the-public-ruckersville-va","Ruckersville",VA,22968,"Greene",zip_nearest_county_centroid,0.78,0.9102,"ZCTA spans 3 counties; nearest county centroid is 11 km away, next is 28 km (margin 17 km)"
"ymca-caroline-family","Ruther Glen",VA,22546,"Caroline",zip_nearest_county_centroid,0.6,0.9385,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 20 km (margin 7 km)"
"hidden-valley-country-club-salem-va","Salem",VA,24153,"Salem",zip_nearest_county_centroid,0.78,0.1434,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 15 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"moyer-sports-complex-salem-va","Salem",VA,24153,"Salem",zip_nearest_county_centroid,0.78,0.1434,"ZCTA spans 3 counties; nearest county centroid is 0 km away, next is 13 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"oakey-field-complex-salem-va","Salem",VA,24153,"Salem",zip_nearest_county_centroid,0.78,0.1434,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 13 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
